App,Rating,Reviews,Size,Installs,Price,Content Rating,Subscription_Type,Year,Month,Day,Application_Type,Android_version,Primary_Application_Type
HipChat - Chat Built for Teams,3.8,5868,20000.0,500000,0.0,Everyone,0,2018,7,3,Business,4.1 and up,Business
"MailChimp - Email, Marketing Automation",4.1,5448,12000.0,500000,0.0,Everyone,0,2018,7,25,Business,5.0 and up,Business
Crew - Free Messaging and Scheduling,4.6,4159,48000.0,500000,0.0,Everyone,0,2018,7,20,Business,4.0.3 and up,Business
Asana: organize team projects,4.3,20815,10000.0,1000000,0.0,Everyone,0,2018,7,26,Business,5.0 and up,Business
Google Analytics,4.5,78662,22000.0,1000000,0.0,Everyone,0,2018,2,13,Business,4.4 and up,Business
AdWords Express,4.1,7149,11000.0,1000000,0.0,Everyone,0,2018,7,31,Business,4.0 and up,Business
Accounting App - Zoho Books,4.5,3079,8.5,100000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
Invoice & Time Tracking - Zoho,4.6,5800,8.6,100000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
join.me - Simple Meetings,4.0,6989,13000.0,1000000,0.0,Everyone,0,2018,7,16,Business,4.4 and up,Business
Invoice 2go — Professional Invoices and Estimates,4.2,16422,28000.0,1000000,0.0,Everyone,0,2018,8,1,Business,4.1 and up,Business
Cisco Webex Meetings,4.4,108741,28000.0,10000000,0.0,Everyone,0,2018,7,20,Business,4.3 and up,Business
ZOOM Cloud Meetings,4.4,31614,37000.0,10000000,0.0,Everyone,0,2018,7,20,Business,4.0 and up,Business
ScreenMeet. Easy Phone Meeting,4.0,624,9.0,100000,0.0,Everyone,0,2018,3,22,Business,5.0 and up,Business
Cisco Webex Teams,4.2,1661,46000.0,100000,0.0,Everyone,0,2018,8,2,Business,4.4 and up,Business
Start Meeting,4.1,308,14000.0,50000,0.0,Everyone,0,2018,5,29,Business,4.0.3 and up,Business
join.me - Simple Meetings,4.0,6989,13000.0,1000000,0.0,Everyone,0,2018,7,16,Business,4.4 and up,Business
ClickMeeting Webinars,3.8,5211,26000.0,1000000,0.0,Everyone,0,2018,7,30,Business,4.0 and up,Business
BlueJeans for Android,3.9,1058,23000.0,500000,0.0,Everyone,0,2018,6,29,Business,5.0 and up,Business
Zenefits,4.2,296,14000.0,50000,0.0,Everyone,0,2018,6,15,Business,4.1 and up,Business
Google Ads,4.3,29313,20000.0,5000000,0.0,Everyone,0,2018,7,30,Business,4.0.3 and up,Business
Google My Business,4.4,70991,13000.0,5000000,0.0,Everyone,0,2018,7,24,Business,4.4 and up,Business
FreshBooks Classic,4.1,1802,26000.0,100000,0.0,Everyone,0,2018,4,18,Business,4.2 and up,Business
Insightly CRM,3.8,1383,51000.0,100000,0.0,Everyone,0,2018,7,12,Business,5.0 and up,Business
QuickBooks Accounting: Invoicing & Expenses,4.3,23175,41000.0,1000000,0.0,Everyone,0,2018,7,13,Business,4.1 and up,Business
HipChat - Chat Built for Teams,3.8,5868,20000.0,500000,0.0,Everyone,0,2018,7,3,Business,4.1 and up,Business
"MailChimp - Email, Marketing Automation",4.1,5448,12000.0,500000,0.0,Everyone,0,2018,7,25,Business,5.0 and up,Business
Crew - Free Messaging and Scheduling,4.6,4159,48000.0,500000,0.0,Everyone,0,2018,7,20,Business,4.0.3 and up,Business
Asana: organize team projects,4.3,20815,10000.0,1000000,0.0,Everyone,0,2018,7,26,Business,5.0 and up,Business
Google Analytics,4.5,78662,22000.0,1000000,0.0,Everyone,0,2018,2,13,Business,4.4 and up,Business
AdWords Express,4.1,7149,11000.0,1000000,0.0,Everyone,0,2018,7,31,Business,4.0 and up,Business
Accounting App - Zoho Books,4.5,3079,8.5,100000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
Invoice & Time Tracking - Zoho,4.6,5800,8.6,100000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
join.me - Simple Meetings,4.0,6989,13000.0,1000000,0.0,Everyone,0,2018,7,16,Business,4.4 and up,Business
Invoice 2go — Professional Invoices and Estimates,4.2,16422,28000.0,1000000,0.0,Everyone,0,2018,8,1,Business,4.1 and up,Business
Quick PDF Scanner + OCR FREE,4.2,80804,13000.0,5000000,0.0,Everyone,0,2018,2,26,Business,4.0.3 and up,Business
Tiny Scanner - PDF Scanner App,4.7,286897,39000.0,10000000,0.0,Everyone,0,2017,5,30,Business,3.0 and up,Business
Fast Scanner : Free PDF Scan,4.5,103755,14000.0,10000000,0.0,Everyone,0,2018,7,11,Business,4.1 and up,Business
Mobile Doc Scanner (MDScan) Lite,4.2,46505,19000.0,1000000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
TurboScan: scan documents and receipts in PDF,4.7,11442,6.8,100000,4.99,Everyone,1,2018,3,25,Business,4.0 and up,Business
Tiny Scanner Pro: PDF Doc Scan,4.8,10295,39000.0,100000,4.99,Everyone,1,2017,4,11,Business,3.0 and up,Business
OfficeSuite : Free Office + PDF Editor,4.3,1002859,35000.0,100000000,0.0,Everyone,0,2018,8,2,Business,4.1 and up,Business
Verify - Receipts & Expenses,4.5,413,29000.0,10000,0.0,Everyone,0,2018,7,25,Business,5.0 and up,Business
QuickBooks Accounting: Invoicing & Expenses,4.3,23175,41000.0,1000000,0.0,Everyone,0,2018,7,13,Business,4.1 and up,Business
Manga Master - Best manga & comic reader,4.6,24005,4.9,500000,0.0,Adults only 18+,0,2018,7,4,Comics,4.1 and up,Comics
GANMA! - All original stories free of charge for all original comics,4.7,57106,27000.0,1000000,0.0,Teen,0,2018,7,23,Comics,4.1 and up,Comics
Röhrich Werner Soundboard,4.7,2249,32000.0,500000,0.0,Everyone,0,2017,11,16,Comics,4.0.3 and up,Comics
Unicorn Pokez - Color By Number,4.8,516,12000.0,50000,0.0,Everyone,0,2018,8,3,Comics;Creativity,4.4 and up,Comics
MangaToon - Comics updated Daily,3.9,834,15000.0,50000,0.0,Mature 17+,0,2018,8,1,Comics,4.1 and up,Comics
Manga Net – Best Online Manga Reader,4.1,1010,11000.0,50000,0.0,Mature 17+,0,2018,7,7,Comics,4.1 and up,Comics
Manga Rock - Best Manga Reader,4.4,238970,28000.0,1000000,0.0,Teen,0,2018,7,9,Comics,5.0 and up,Comics
Manga - read Thai translation,4.6,302,2.2,10000,0.0,Teen,0,2018,7,3,Comics,4.0 and up,Comics
The Vietnam Story - Fun Stories,4.5,438,3.4,10000,0.0,Everyone,0,2017,12,27,Comics,2.3 and up,Comics
Dragon Ball Wallpaper - Ringtones,4.7,73,8.3,10000,0.0,Everyone,0,2018,7,23,Comics,4.0.3 and up,Comics
Funny Jokes Photos,4.4,39,4.3,10000,0.0,Everyone 10+,0,2018,7,3,Comics,4.2 and up,Comics
Truyện Vui Tý Quậy,4.5,144,4.7,10000,0.0,Everyone,0,2018,7,19,Comics,4.0.3 and up,Comics
Comic Es - Shojo manga / love comics free of charge ♪ ♪,3.9,2181,10000.0,100000,0.0,Teen,0,2018,3,5,Comics,4.0.3 and up,Comics
comico Popular Original Cartoon Updated Everyday Comico,3.2,93965,15000.0,5000000,0.0,Teen,0,2018,7,3,Comics,4.0.3 and up,Comics
Daily Manga - Comic & Webtoon,3.2,1446,7.1,100000,0.0,Mature 17+,0,2018,5,18,Comics,4.0.3 and up,Comics
"漫咖 Comics - Manga,Novel and Stories",4.1,12088,21000.0,1000000,0.0,Mature 17+,0,2018,7,6,Comics,4.0.3 and up,Comics
Emmanuella Funny Videos 2018,4.5,314,6.1,100000,0.0,Everyone,0,2018,5,23,Comics,4.1 and up,Comics
Manga Zero - Japanese cartoon and comic reader,4.2,15194,15000.0,1000000,0.0,Teen,0,2018,7,19,Comics,4.2 and up,Comics
Marvel Unlimited,3.7,22551,11000.0,1000000,0.0,Teen,0,2018,7,24,Comics,4.4 and up,Comics
"Tapas – Comics, Novels, and Stories",4.5,29839,29000.0,1000000,0.0,Teen,0,2018,7,31,Comics,4.4 and up,Comics
Children's cartoons (Mithu-Mina-Raju),4.6,279,3.3,100000,0.0,Everyone,0,2017,12,18,Comics,4.0 and up,Comics
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,4.3,1330,22000.0,50000,0.0,Everyone,0,2018,7,3,Comics,4.2 and up,Comics
Faustop Sounds,4.7,1677,40000.0,100000,0.0,Everyone,0,2018,5,26,Comics,4.1 and up,Comics
Manga Mania - Best online manga reader,4.4,757,10000.0,10000,0.0,Teen,0,2018,5,24,Comics,4.1 and up,Comics
- Free Comics - Comic Apps,3.5,115,9.1,10000,0.0,Mature 17+,0,2018,7,13,Comics,5.0 and up,Comics
Manga AZ - Manga Comic Reader,3.3,125,4.7,5000,0.0,Teen,0,2018,7,24,Comics,4.0.3 and up,Comics
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,4.5,9952,38000.0,500000,0.0,Everyone 10+,0,2018,7,31,Comics,4.1 and up,Comics
Funny Jokes and Stories 2018,4.2,21,6.7,5000,0.0,Everyone,0,2018,3,31,Comics,4.0 and up,Comics
Hojiboy Tojiboyev Life Hacks,5.0,15,37000.0,1000,0.0,Everyone,0,2018,6,26,Comics,4.0.3 and up,Comics
Perfect Viewer,4.4,51981,13000.0,5000000,0.0,Everyone,0,2018,8,1,Comics,2.3 and up,Comics
"Best Wallpapers Backgrounds(100,000+ 4K HD)",4.7,3596,7.8,10000,0.0,Teen,0,2018,6,16,Comics,4.0.3 and up,Comics
think Comics,4.4,1006,19000.0,50000,0.0,Everyone,0,2018,8,3,Comics,4.0.3 and up,Comics
Memes Button,4.4,5968,5.7,1000000,0.0,Everyone,0,2018,5,28,Comics,4.0 and up,Comics
"Laftel - Watching and Announcing Snooping, Streaming",4.6,4895,35000.0,100000,0.0,Everyone,0,2018,8,2,Comics,4.4 and up,Comics
Messenger for SMS,4.3,125257,17000.0,10000000,0.0,Teen,0,2018,6,6,Communication,4.1 and up,Communication
Messenger Lite: Free Calls & Messages,4.4,1429035,13000.0,100000000,0.0,Everyone,0,2018,7,25,Communication,2.3 and up,Communication
My Tele2,4.3,158679,8.8,5000000,0.0,Everyone,0,2018,8,3,Communication,4.4 and up,Communication
Yahoo Mail – Stay Organized,4.3,4187998,16000.0,100000000,0.0,Everyone,0,2018,7,18,Communication,4.4 and up,Communication
imo beta free calls and text,4.3,659395,11000.0,100000000,0.0,Everyone,0,2018,6,7,Communication,4.0 and up,Communication
imo free video calls and chat,4.3,4785892,11000.0,500000000,0.0,Everyone,0,2018,6,8,Communication,4.0 and up,Communication
Contacts,4.3,66602,13000.0,50000000,0.0,Everyone,0,2018,6,26,Communication,5.0 and up,Communication
Call Free – Free Call,4.3,30209,15000.0,5000000,0.0,Everyone,0,2018,7,28,Communication,4.1 and up,Communication
Web Browser & Explorer,4.0,36901,6.6,5000000,0.0,Everyone,0,2018,7,4,Communication,4.0.3 - 7.1.1,Communication
Browser 4G,4.3,192948,6.6,10000000,0.0,Everyone,0,2018,6,19,Communication,4.0.3 - 7.1.1,Communication
Cricket Visual Voicemail,3.9,13698,5.1,10000000,0.0,Everyone,0,2018,7,2,Communication,4.1 and up,Communication
TracFone My Account,3.6,20769,18000.0,1000000,0.0,Everyone,0,2018,7,11,Communication,4.1 and up,Communication
Firefox Focus: The privacy browser,4.4,36880,4.0,1000000,0.0,Everyone,0,2018,7,6,Communication,5.0 and up,Communication
TouchPal Keyboard - Fun Emoji & Android Keyboard,4.4,615381,37000.0,10000000,0.0,Mature 17+,0,2018,8,2,Communication,4.0.3 and up,Communication
Skype Lite - Free Video Call & Chat,4.2,33053,22000.0,5000000,0.0,Everyone,0,2018,7,31,Communication,4.0.3 and up,Communication
UC Browser Mini -Tiny Fast Private & Secure,4.4,3648120,3.3,100000000,0.0,Teen,0,2018,7,18,Communication,4.0 and up,Communication
WhatsApp Business,4.4,136662,32000.0,10000000,0.0,Everyone,0,2018,7,30,Communication,4.0.3 and up,Communication
My magenta,3.9,42370,37000.0,1000000,0.0,Everyone,0,2018,6,25,Communication,5.0 and up,Communication
Google Duo - High Quality Video Calls,4.6,2083237,13000.0,500000000,0.0,Everyone,0,2018,7,31,Communication,4.4 and up,Communication
Puffin Web Browser,4.3,541389,13000.0,10000000,0.0,Everyone,0,2018,7,9,Communication,4.1 and up,Communication
Antillean Gold Telegram (original version),4.4,2939,17000.0,100000,0.0,Everyone,0,2018,7,16,Communication,4.1 and up,Communication
Omlet Chat,3.9,40751,35000.0,10000000,0.0,Teen,0,2016,11,4,Communication,4.0.3 and up,Communication
UC Browser - Fast Download Private & Secure,4.5,17712922,40000.0,500000000,0.0,Teen,0,2018,8,2,Communication,4.0 and up,Communication
My Vodacom SA,3.7,25021,61000.0,5000000,0.0,Everyone,0,2018,6,26,Communication,4.3 and up,Communication
Microsoft Edge,4.3,27187,66000.0,5000000,0.0,Everyone,0,2018,7,28,Communication,4.4 and up,Communication
imo free video calls and chat,4.3,4785988,11000.0,500000000,0.0,Everyone,0,2018,6,8,Communication,4.0 and up,Communication
Hangouts Dialer - Call Phones,4.0,122498,79.0,10000000,0.0,Everyone,0,2015,9,2,Communication,4.0.3 and up,Communication
"Talkatone: Free Texts, Calls & Phone Number",4.1,132014,25000.0,10000000,0.0,Everyone,0,2018,7,18,Communication,4.2 and up,Communication
Calls & Text by Mo+,4.2,83239,14000.0,5000000,0.0,Everyone,0,2018,4,19,Communication,4.0 and up,Communication
free video calls and chat,4.2,594728,13000.0,50000000,0.0,Everyone,0,2018,7,19,Communication,4.4 and up,Communication
"GO SMS Pro - Messenger, Free Themes, Emoji",4.4,2876500,24000.0,100000000,0.0,Everyone,0,2018,8,1,Communication,4.0 and up,Communication
"Messaging+ SMS, MMS Free",4.1,28238,17000.0,1000000,0.0,Everyone,0,2018,8,2,Communication,2.3 and up,Communication
chomp SMS,4.3,335646,8.3,10000000,0.0,Everyone,0,2018,7,26,Communication,2.3 and up,Communication
Text SMS,4.5,349384,8.2,10000000,0.0,Everyone,0,2018,7,24,Communication,4.0.3 and up,Communication
Google Allo,4.3,346982,13000.0,10000000,0.0,Everyone,0,2018,1,23,Communication,4.1 and up,Communication
mysms SMS Text Messaging Sync,4.3,37320,8.4,1000000,0.0,Everyone,0,2018,7,30,Communication,4.0.3 and up,Communication
BBM - Free Calls & Messages,4.3,12842860,13000.0,100000000,0.0,Everyone,0,2018,8,2,Communication,4.0.3 and up,Communication
Firefox Focus: The privacy browser,4.4,36893,4.0,1000000,0.0,Everyone,0,2018,7,6,Communication,5.0 and up,Communication
2ndLine - Second Phone Number,4.2,15880,32000.0,1000000,0.0,Everyone,0,2018,8,3,Communication,4.0 and up,Communication
Google Allo,4.3,346980,13000.0,10000000,0.0,Everyone,0,2018,1,23,Communication,4.1 and up,Communication
"CM Browser - Ad Blocker , Fast Download , Privacy",4.6,2264916,6.1,50000000,0.0,Everyone,0,2018,7,31,Communication,4.0 and up,Communication
Puffin Web Browser,4.3,541389,13000.0,10000000,0.0,Everyone,0,2018,7,9,Communication,4.1 and up,Communication
Ninesky Browser,4.2,42925,2.8,1000000,0.0,Everyone,0,2017,8,27,Communication,2.3 and up,Communication
UC Browser Mini -Tiny Fast Private & Secure,4.4,3648480,3.3,100000000,0.0,Teen,0,2018,7,18,Communication,4.0 and up,Communication
UC Browser - Fast Download Private & Secure,4.5,17714850,40000.0,500000000,0.0,Teen,0,2018,8,2,Communication,4.0 and up,Communication
Ghostery Privacy Browser,4.1,13100,2.2,1000000,0.0,Everyone,0,2018,3,20,Communication,4.0.3 and up,Communication
Web Browser for Android,4.1,55098,4.3,1000000,0.0,Everyone,0,2018,6,20,Communication,4.0 and up,Communication
DU Browser—Browse fast & fun,4.3,1133501,4.7,10000000,0.0,Everyone,0,2016,4,1,Communication,4.0 and up,Communication
Lightning Web Browser,4.1,12578,2.3,500000,0.0,Everyone,0,2017,7,10,Communication,4.0 and up,Communication
Web Browser,4.2,10965,2.3,500000,0.0,Everyone,0,2015,2,2,Communication,3.0 and up,Communication
Puffin Browser Pro,4.0,18247,13000.0,100000,3.99,Everyone,1,2018,7,5,Communication,4.1 and up,Communication
Contacts+,4.2,190613,11000.0,10000000,0.0,Everyone,0,2018,7,31,Communication,4.0.3 and up,Communication
ExDialer - Dialer & Contacts,4.2,125232,2.7,10000000,0.0,Everyone,0,2017,3,5,Communication,2.1 and up,Communication
Calls & Text by Mo+,4.2,83239,14000.0,5000000,0.0,Everyone,0,2018,4,19,Communication,4.0 and up,Communication
PHONE for Google Voice & GTalk,4.3,72065,13000.0,1000000,0.0,Everyone,0,2018,4,18,Communication,4.0 and up,Communication
Safest Call Blocker,4.4,27540,3.7,1000000,0.0,Everyone,0,2018,1,5,Communication,4.0 and up,Communication
Full Screen Caller ID,4.2,104990,10000.0,5000000,0.0,Everyone,0,2018,5,15,Communication,4.0.3 and up,Communication
Hiya - Caller ID & Block,4.4,177703,13000.0,10000000,0.0,Mature 17+,0,2018,7,25,Communication,5.0 and up,Communication
Call Blocker,4.1,17529,10000.0,1000000,0.0,Everyone,0,2018,7,26,Communication,4.0.3 and up,Communication
Mr. Number-Block calls & spam,4.2,177263,13000.0,10000000,0.0,Mature 17+,0,2018,7,13,Communication,5.0 and up,Communication
Should I Answer?,4.8,237468,8.8,1000000,0.0,Everyone,0,2018,7,26,Communication,4.0 and up,Communication
RocketDial Dialer & Contacts,4.4,32254,5.5,1000000,0.0,Everyone,0,2017,12,4,Communication,2.1 and up,Communication
"CallApp: Caller ID, Blocker & Phone Call Recorder",4.4,483565,20000.0,10000000,0.0,Everyone,0,2018,7,29,Communication,4.1 and up,Communication
Whoscall - Caller ID & Block,4.4,552441,29000.0,10000000,0.0,Everyone,0,2018,8,1,Communication,4.1 and up,Communication
Call Control - Call Blocker,4.4,93825,11000.0,5000000,0.0,Everyone,0,2018,7,5,Communication,4.1 and up,Communication
Video Caller Id,4.2,15287,17000.0,1000000,0.0,Everyone,0,2018,1,24,Communication,4.0.3 and up,Communication
Sync.ME – Caller ID & Block,4.5,205739,17000.0,5000000,0.0,Everyone,0,2018,7,26,Communication,4.1 and up,Communication
Caller ID +,4.0,9498,118.0,1000000,0.0,Everyone,0,2016,6,7,Communication,2.3 and up,Communication
Yahoo Mail – Stay Organized,4.3,4188142,16000.0,100000000,0.0,Everyone,0,2018,7,18,Communication,4.4 and up,Communication
K-9 Mail,4.2,88427,5.1,5000000,0.0,Everyone,0,2018,1,6,Communication,4.0.3 and up,Communication
Email TypeApp - Mail App,4.6,183374,44000.0,1000000,0.0,Everyone,0,2018,8,1,Communication,4.1 and up,Communication
All Email Providers,4.1,20901,7.3,1000000,0.0,Everyone,0,2018,4,3,Communication,4.1 and up,Communication
"Newton Mail - Email App for Gmail, Outlook, IMAP",4.0,122595,30000.0,1000000,0.0,Everyone,0,2018,7,19,Communication,5.0 and up,Communication
GO Notifier,4.2,124346,695.0,10000000,0.0,Everyone,0,2014,7,6,Communication,2.0 and up,Communication
Mail1Click - Secure Mail,4.1,255,1.6,10000,0.0,Everyone,0,2017,4,11,Communication,2.2 and up,Communication
Daum Mail - Next Mail,4.3,41420,19000.0,5000000,0.0,Everyone,0,2018,6,21,Communication,4.0 and up,Communication
imo free video calls and chat,4.3,4785988,11000.0,500000000,0.0,Everyone,0,2018,6,8,Communication,4.0 and up,Communication
free video calls and chat,4.2,594728,13000.0,50000000,0.0,Everyone,0,2018,7,19,Communication,4.4 and up,Communication
Vonage Mobile® Call Video Text,4.1,29208,23000.0,1000000,0.0,Everyone,0,2016,9,28,Communication,2.3.3 and up,Communication
JusTalk - Free Video Calls and Fun Video Chat,4.6,191032,26000.0,5000000,0.0,Everyone,0,2018,8,4,Communication,4.0.3 and up,Communication
"Moco+ - Chat, Meet People",4.2,1545,13000.0,10000,3.99,Mature 17+,1,2018,6,19,Dating,4.1 and up,Dating
Calculator,2.6,57,6.2,1000,6.99,Everyone,1,2017,10,25,Dating,4.0 and up,Dating
Truth or Dare Pro,4.3,0,20000.0,50,1.49,Teen,1,2017,9,1,Dating,4.0 and up,Dating
"Private Dating, Hide App- Blue for PrivacyHider",4.3,0,18.0,100,2.99,Everyone,1,2017,7,25,Dating,4.0 and up,Dating
Ad Blocker for SayHi,4.3,4,1.2,100,3.99,Teen,1,2018,8,2,Dating,4.0.3 and up,Dating
AMBW Dating App: Asian Men Black Women Interracial,3.5,2,17000.0,100,7.99,Mature 17+,1,2017,1,21,Dating,4.0 and up,Dating
OkCupid Dating,4.1,285726,15000.0,10000000,0.0,Mature 17+,0,2018,7,30,Dating,4.1 and up,Dating
"Hily: Dating, Chat, Match, Meet & Hook up",4.1,2556,56000.0,100000,0.0,Mature 17+,0,2018,8,1,Dating,4.1 and up,Dating
Hinge: Dating & Relationships,4.2,7779,12000.0,500000,0.0,Mature 17+,0,2018,8,3,Dating,5.0 and up,Dating
Casual Dating & Adult Singles - Joyride,4.5,61637,11000.0,5000000,0.0,Mature 17+,0,2018,7,31,Dating,4.1 and up,Dating
BBW Dating & Plus Size Chat,4.4,12632,29000.0,1000000,0.0,Mature 17+,0,2018,7,27,Dating,4.1 and up,Dating
"Moco - Chat, Meet People",4.2,313724,13000.0,10000000,0.0,Mature 17+,0,2018,8,4,Dating,4.1 and up,Dating
CMB Free Dating App,4.0,48845,40000.0,1000000,0.0,Mature 17+,0,2018,8,1,Dating,4.4 and up,Dating
eharmony - Online Dating App,3.1,31320,53000.0,5000000,0.0,Mature 17+,0,2018,7,30,Dating,4.1 and up,Dating
Free Dating App & Flirt Chat - Match with Singles,4.4,172460,3.1,5000000,0.0,Mature 17+,0,2018,8,4,Dating,4.0 and up,Dating
"Chispa, the Dating App for Latino, Latina Singles",4.2,4195,24000.0,100000,0.0,Mature 17+,0,2018,7,25,Dating,4.4 and up,Dating
Clover Dating App,4.1,11633,23000.0,500000,0.0,Mature 17+,0,2018,7,24,Dating,4.1 and up,Dating
Black People Meet Singles Date,3.9,10212,5.0,1000000,0.0,Mature 17+,0,2018,7,25,Dating,4.4 and up,Dating
Mingle2 - Free Online Dating & Singles Chat Rooms,4.3,37053,44000.0,1000000,0.0,Mature 17+,0,2018,8,3,Dating,4.1 and up,Dating
Free Dating App & Flirt Chat - Cheers,4.4,667,27000.0,10000,0.0,Mature 17+,0,2018,8,3,Dating,4.1 and up,Dating
stranger chat - anonymous chat,3.5,13202,6.1,1000000,0.0,Mature 17+,0,2018,7,7,Dating,4.1 and up,Dating
Free Dating Hook Up Messenger,3.3,1157,21000.0,100000,0.0,Mature 17+,0,2017,1,27,Dating,4.2 and up,Dating
Find Real Love — YouLove Premium Dating,4.5,212626,11000.0,10000000,0.0,Mature 17+,0,2018,7,31,Dating,4.1 and up,Dating
Once - Quality Matches Every day,4.4,222888,21000.0,1000000,0.0,Mature 17+,0,2018,7,17,Dating,4.1 and up,Dating
BLK - Swipe. Match. Chat.,4.1,2067,24000.0,100000,0.0,Mature 17+,0,2018,7,25,Dating,4.4 and up,Dating
Cougar Dating Life : Date Older Women Sugar Mummy,3.9,1643,31000.0,500000,0.0,Mature 17+,0,2018,7,3,Dating,4.1 and up,Dating
Howlr,3.9,105,27000.0,5000,0.0,Mature 17+,0,2018,6,19,Dating,4.4 and up,Dating
Stranger Chat & Date,3.6,3414,6.2,500000,0.0,Mature 17+,0,2018,6,6,Dating,4.1 and up,Dating
RandoChat - Chat roulette,3.6,11806,12000.0,1000000,0.0,Mature 17+,0,2018,6,26,Dating,4.0.3 and up,Dating
BeWild Free Dating & Chat App,3.4,1999,8.0,100000,0.0,Mature 17+,0,2017,2,3,Dating,4.2 and up,Dating
"FastMeet: Chat, Dating, Love",4.2,22544,5.9,1000000,0.0,Mature 17+,0,2018,7,27,Dating,4.0.3 and up,Dating
"Free Dating App - YoCutie - Flirt, Chat & Meet",4.1,97684,7.9,1000000,0.0,Mature 17+,0,2018,7,10,Dating,4.0.3 and up,Dating
OurTime Dating for Singles 50+,3.4,2519,5.0,100000,0.0,Mature 17+,0,2018,7,25,Dating,4.4 and up,Dating
FarmersOnly Dating,3.0,1146,1.4,100000,0.0,Mature 17+,0,2016,2,25,Dating,4.0 and up,Dating
Dating for 50 plus Mature Singles – FINALLY,4.6,13046,13000.0,500000,0.0,Mature 17+,0,2018,7,31,Dating,4.1 and up,Dating
Sudy – Meet Elite & Rich Single,4.1,17268,40000.0,500000,0.0,Mature 17+,0,2018,6,25,Dating,4.0.3 and up,Dating
